Group,x,y,t,s,Reply,Gender
Q,-5.5967437674276,-39.739498318517,0,1,Disagree,Male
P,3.9205577256719,399.28000977462,0,0,Disagree,Female
P,9.9100983417174,40.18642597142,0,1,Disagree,Male
P,5.6505538447064,291.12257396622,0,0,Disagree,Female
S,6.7419899826599,-73.696096223638,1,0,Agree,Female
R,-17.892629993564,112.74043194984,0,0,Disagree,Female
P,2.1278244727886,426.4652909159,0,1,Disagree,Male
Q,0.089124719653801,-222.92713523001,0,1,Disagree,Male
P,4.9441284532399,403.90480278475,0,0,Disagree,Female
R,-12.755904167777,163.20941807293,0,1,Disagree,Male
Q,-7.6587191809242,-15.380294338977,0,1,Disagree,Male
R,40.788902993216,-215.59766716678,0,0,Disagree,Female
R,-48.664858882159,666.789257049,0,1,Disagree,Male
R,-0.44650009528104,223.74491091899,0,0,Disagree,Female
Q,-2.4671817498594,-214.51347791288,1,0,Agree,Female
S,7.7827577222058,-209.15151187179,1,0,Agree,Female
Q,2.420550435046,-235.95260864354,0,1,Disagree,Male
P,12.319959545191,275.7601165775,0,0,Disagree,Female
S,-26.761946893652,-160.53277319043,1,0,Agree,Female
Q,5.4779770688517,-94.799150328058,1,0,Agree,Female
Q,5.8165074562731,44.505541150228,0,1,Disagree,Male
P,8.6306130893671,37.361794222315,0,0,Disagree,Female
Q,-8.344818802711,-127.61331869132,0,0,Disagree,Female
S,-9.7784955751982,184.48697312199,1,0,Agree,Female
Q,-21.168909011953,-439.23719239805,0,0,Disagree,Female
Q,-16.048033527121,-214.29996743952,0,0,Disagree,Female
Q,-3.2969976120149,-179.27625228571,0,0,Disagree,Female
P,6.0465930798308,175.27701797908,0,0,Disagree,Female
P,14.459236385515,97.859787397487,0,0,Disagree,Female
R,15.146717877196,220.59048294024,0,1,Disagree,Male
R,38.71758958591,-167.22708034759,0,1,Disagree,Male
P,18.090847709724,58.301254633489,0,1,Disagree,Male
R,-13.167258583087,238.31583408002,0,0,Disagree,Female
R,49.464115768887,-327.5628048878,0,0,Disagree,Female
P,2.5012614906306,172.63766310068,0,1,Disagree,Male
P,7.0015284968547,16.407377902142,0,0,Disagree,Female
R,-8.8811196162743,260.7730522001,0,0,Disagree,Female
Q,12.237878106645,-381.60616360167,1,0,Agree,Female
S,-23.557513218167,46.892675888209,0,0,Disagree,Female
S,-5.996378343085,-45.070579529307,0,0,Disagree,Female
Q,8.7513286982436,-163.68030425752,0,0,Disagree,Female
P,9.8355706175024,-83.892026212482,0,0,Disagree,Female
S,-26.876682409028,13.016629575294,0,1,Disagree,Male
S,-31.376501370397,-162.41452307087,1,1,Agree,Male
Q,-1.4543793892741,-168.35427237551,0,1,Disagree,Male
P,35.163954018692,-203.99282551324,0,0,Disagree,Female
Q,-19.413504560205,12.280562325977,1,1,Agree,Male
S,-17.685563444013,-137.1339647263,0,0,Disagree,Female
Q,-19.803859889416,-169.17622582902,1,0,Agree,Female
Q,-5.9248437191941,-150.72900237503,0,1,Disagree,Male
S,14.967728222705,-208.7669885516,0,1,Disagree,Male
S,-8.676497569157,-78.116185594404,1,1,Agree,Male
S,15.273402218369,45.317250342722,0,1,Disagree,Male
Q,-8.1304035820674,-208.01728809579,1,0,Agree,Female
P,22.655458262495,89.833609338307,0,0,Disagree,Female
P,13.813335150859,-19.77454118653,1,1,Agree,Male
S,-0.99421945074305,-28.54243794947,0,0,Disagree,Female
S,-25.844791962693,125.07337802512,0,0,Disagree,Female
Q,-9.0198745760228,-178.50839647348,0,1,Disagree,Male
Q,-7.5790439222842,-274.59367129653,0,1,Disagree,Male
Q,16.152944042884,-283.549163054,0,1,Disagree,Male
Q,-16.408802462466,-87.757014118487,0,1,Disagree,Male
Q,-17.88316815341,-502.25591311755,0,1,Disagree,Male
R,-14.326826253592,116.84179533964,0,0,Disagree,Female
Q,0.41671361188251,-458.93085779992,0,0,Disagree,Female
S,5.847803682018,-58.400058248267,0,0,Disagree,Female
S,-15.997551619074,80.155470246521,0,0,Disagree,Female
P,-6.8356539303603,327.90120134265,0,0,Disagree,Female
Q,-7.0605660919382,-136.70834280351,0,1,Disagree,Male
Q,-20.670281274556,56.763727393823,0,1,Disagree,Male
R,-20.60076656919,697.27961080395,0,1,Disagree,Male
Q,-2.9069330845526,-228.86249546793,0,0,Disagree,Female
Q,6.6000407285057,-92.231541136853,0,1,Disagree,Male
P,-3.82002846702,309.21314877654,0,0,Disagree,Female
Q,-0.52900005994784,111.73435381275,0,0,Disagree,Female
Q,-9.7595476586183,-66.973574038583,0,0,Disagree,Female
P,32.03441252887,-226.82797580577,0,1,Disagree,Male
S,-21.225183101941,-70.050356119895,0,1,Disagree,Male
Q,-5.2937712391344,47.510273088007,0,0,Disagree,Female
S,14.180711336518,-62.127331515833,1,1,Agree,Male
P,2.3207069748643,-5.9641394954939,0,0,Disagree,Female
R,-15.939336660755,283.21625609939,0,0,Disagree,Female
S,-10.975940867782,70.136281825665,1,1,Agree,Male
Q,-11.340244390229,-103.94896687146,0,1,Disagree,Male
P,11.262456585775,-18.984224998385,0,0,Disagree,Female
Q,-2.4432991670646,-11.552022951912,0,0,Disagree,Female
Q,3.1608458893191,-210.988532654,0,1,Disagree,Male
S,-20.774467392254,17.993633729403,0,1,Disagree,Male
S,-9.298656384134,34.295441543821,1,1,Agree,Male
Q,2.6367609103381,15.857075777304,0,0,Disagree,Female
Q,4.7321309595053,-170.23040961904,0,1,Disagree,Male
P,26.66231260433,52.855441769518,0,1,Disagree,Male
P,-12.052728821548,296.19514986463,0,0,Disagree,Female
Q,9.9500857768348,58.714025830717,0,1,Disagree,Male
S,-18.317537445257,40.048772286646,1,1,Agree,Male
P,6.9987715072924,69.238698926865,0,0,Disagree,Female
R,28.228078272766,-138.97044563246,0,0,Disagree,Female
R,-11.969955584486,181.90208213399,0,0,Disagree,Female
Q,-3.2208347223796,-467.26919184265,0,1,Disagree,Male
R,-36.354655776804,420.49715060671,0,1,Disagree,Male
R,23.347854456095,132.4374657592,0,1,Disagree,Male
S,5.3418453477052,-50.07270601302,0,1,Disagree,Male
R,79.112299324997,-640.2452770631,0,0,Disagree,Female
S,7.0949131548847,-272.27817447496,0,1,Disagree,Male
R,2.0117443981635,243.49037312972,0,1,Disagree,Male
Q,-12.975840503804,-309.37497475574,1,1,Agree,Male
P,-28.347768024703,519.79489849638,0,1,Disagree,Male
Q,-2.8311956971098,-309.26247438801,0,0,Disagree,Female
S,-3.083450894376,-136.48175872326,1,1,Agree,Male
Q,-6.2602348184493,-108.1352849431,0,0,Disagree,Female
Q,1.7348270340519,-239.20143885454,0,0,Disagree,Female
R,21.514284512268,123.89436808037,0,1,Disagree,Male
P,15.141206335808,285.26545174432,0,1,Disagree,Male
S,-20.123159973939,-163.38742179302,0,1,Disagree,Male
S,-3.4007633302364,58.044432927875,0,0,Disagree,Female
R,-12.448917788197,396.47473708469,0,1,Disagree,Male
S,-2.107643059505,-194.68759680292,0,0,Disagree,Female
P,4.3073945191258,49.982627474229,0,1,Disagree,Male
P,18.981967562801,13.318595857508,0,1,Disagree,Male
S,13.245800000264,51.864182670537,1,1,Agree,Male
P,26.86522859189,149.18119930857,0,0,Disagree,Female
R,27.242222374418,107.45537869421,0,1,Disagree,Male
Q,-20.371246340857,-31.519302102048,0,1,Disagree,Male
P,-1.5077483493405,265.57551601463,0,0,Disagree,Female
Q,-6.2640825171322,-31.459277966274,1,1,Agree,Male
S,-7.1364333131986,261.26686042234,0,0,Disagree,Female
Q,-11.432288844805,-112.1196397306,0,0,Disagree,Female
S,-8.860728358785,175.59730664901,0,1,Disagree,Male
P,12.700311913481,268.60731123183,0,0,Disagree,Female
Q,-8.7493856510843,-333.20405521067,0,0,Disagree,Female
S,-40.54097113737,216.4181160519,1,0,Agree,Female
Q,-14.517579251676,-191.88619620208,0,0,Disagree,Female
P,-7.0298103029047,409.07482217256,0,1,Disagree,Male
S,-35.808473484501,-142.20349499686,0,0,Disagree,Female
P,14.512153090216,88.792357660733,0,0,Disagree,Female
Q,-8.3992703954686,-263.43904286271,0,0,Disagree,Female
R,28.996531924231,205.23476511856,0,0,Disagree,Female
S,-11.503462234746,38.98893601214,0,0,Disagree,Female
P,4.9143584868472,416.85444165573,0,0,Disagree,Female
Q,-8.7481921765712,-309.44005827812,0,1,Disagree,Male
Q,-8.4317185014634,-96.778704750249,1,1,Agree,Male
P,20.09903376135,45.083630159536,0,1,Disagree,Male
S,21.96011629466,-15.952374152817,0,1,Disagree,Male
S,-38.075155643781,225.73810609232,1,0,Agree,Female
R,-23.491883276259,432.42013664936,0,0,Disagree,Female
P,5.1156847696359,147.71729790732,0,0,Disagree,Female
Q,3.3368873830591,-180.97076709847,0,1,Disagree,Male
Q,-22.687177822314,34.151971133031,0,1,Disagree,Male
Q,-0.19536394914396,-84.107408306146,0,1,Disagree,Male
P,10.775618811499,141.16434766732,0,0,Disagree,Female
R,-21.506796993551,351.31457509907,0,1,Disagree,Male
R,47.311133287992,-455.30669224789,0,1,Disagree,Male
S,-28.690350135644,47.630233581937,1,0,Agree,Female
R,20.453251156701,-152.27626121336,0,1,Disagree,Male
R,-40.862330581929,449.28892860063,0,1,Disagree,Male
S,-1.3143359140094,-264.45874246604,0,0,Disagree,Female
P,23.887296720355,-60.031169953305,0,1,Disagree,Male
S,-9.7410265862667,-68.4362760449,1,0,Agree,Female
P,10.415649218213,-168.27399784852,0,0,Disagree,Female
Q,1.3777326696449,-89.059633886469,0,0,Disagree,Female
Q,-5.5264379421838,-184.01403902705,0,1,Disagree,Male
Q,-10.552801378329,-88.417463524927,0,1,Disagree,Male
R,-24.838067511021,439.93411340655,0,1,Disagree,Male
S,-8.7942785819966,-259.90018003709,0,1,Disagree,Male
R,-2.810220232145,204.34095120632,0,0,Disagree,Female
Q,-7.8495025694601,-149.02805836314,0,0,Disagree,Female
R,8.614264021448,538.27224734531,0,0,Disagree,Female
P,19.216830874429,110.22831604594,0,1,Disagree,Male
R,29.977471976065,52.754490496942,0,0,Disagree,Female
S,-27.66592720927,-77.718236423898,0,0,Disagree,Female
P,23.867452200906,193.63123344659,0,1,Disagree,Male
R,4.3825611012907,-95.060264015133,0,1,Disagree,Male
P,9.6476081943361,267.88822054532,0,0,Disagree,Female
S,-34.640117486306,46.177934014321,0,0,Disagree,Female
S,-6.810520708007,-199.14729547181,1,0,Agree,Female
R,-32.186626389244,575.47965036402,0,1,Disagree,Male
R,-22.584352421381,501.19740725458,0,1,Disagree,Male
Q,-3.7491776839593,-327.85772532544,0,1,Disagree,Male
Q,-14.112827688974,-133.13355937699,0,1,Disagree,Male
Q,-2.5196456133945,-173.54715056836,0,0,Disagree,Female
P,17.939578557825,246.76973525051,0,0,Disagree,Female
R,39.102858442861,97.970922629335,0,1,Disagree,Male
Q,-3.7504597021036,81.186632161116,0,1,Disagree,Male
Q,-23.892910803153,46.199956008792,0,0,Disagree,Female
P,-3.2742433889183,259.42176233252,0,1,Disagree,Male
R,-21.995960671918,402.64350088809,0,0,Disagree,Female
R,6.9695174712546,211.0538066407,0,1,Disagree,Male
S,-33.660810853662,218.42512137183,0,0,Disagree,Female
P,39.689041007631,-251.32812531494,0,0,Disagree,Female
Q,-2.3471772337086,-281.7663217712,0,1,Disagree,Male
P,8.608275910657,-173.00942009222,0,1,Disagree,Male
Q,-7.7042224987895,-87.614333311382,0,1,Disagree,Male
P,-1.0691022901186,255.33724844006,0,0,Disagree,Female
P,20.015200066853,91.66334643339,0,1,Disagree,Male
P,22.730864720759,-73.351679452859,0,1,Disagree,Male
Q,-0.23733706224586,-189.1665457134,0,0,Disagree,Female
Q,-26.666396113889,-203.95275097478,0,1,Disagree,Male
Q,-0.70537555157458,32.173806081141,0,1,Disagree,Male
Q,4.7280158524998,-132.02569934587,0,1,Disagree,Male
R,-35.896197510369,512.02397618444,0,1,Disagree,Male
S,10.81735014255,-222.47391711384,1,0,Agree,Female
Q,10.875725993829,-225.94183234262,0,1,Disagree,Male
S,-44.993931950533,43.060631110827,1,1,Agree,Male
R,15.512665134162,-147.38933211164,0,1,Disagree,Male
Q,-2.2736574068077,-11.925108237623,0,1,Disagree,Male
P,-0.41223774357337,-51.192555914723,0,1,Disagree,Male
P,-13.950744697336,291.94319345846,0,1,Disagree,Male
Q,-8.3335503220249,-179.67046297093,0,0,Disagree,Female
Q,-12.999815769028,-172.8228243542,0,0,Disagree,Female
P,6.8329556411286,354.15628335865,0,0,Disagree,Female
R,-31.411024860298,297.76707160555,0,1,Disagree,Male
R,11.240147165135,272.27819362203,0,0,Disagree,Female
R,-33.400535069593,356.49087225296,0,0,Disagree,Female
R,4.977766527784,381.48759265406,0,0,Disagree,Female
S,-2.2377021984373,132.33034548924,1,0,Agree,Female
P,4.9764671786579,103.87822347175,0,1,Disagree,Male
S,19.278288325424,-130.0666085156,0,0,Disagree,Female
S,-18.097437306818,-300.21781664259,0,1,Disagree,Male
R,17.192910678775,325.87323140533,0,1,Disagree,Male
Q,-12.320153324548,-72.131122928639,0,1,Disagree,Male
R,-47.568700071689,711.46139662222,0,0,Disagree,Female
Q,-17.051672062395,-148.04304993108,0,1,Disagree,Male
P,11.254383606023,94.662057086668,0,0,Disagree,Female
P,-2.4626284667582,470.40860549333,0,1,Disagree,Male
Q,-12.001493811142,43.245261658097,0,1,Disagree,Male
S,-15.931736198688,-4.7353851891754,1,1,Agree,Male
S,-2.7555763119625,-39.739539716271,0,1,Disagree,Male
Q,-7.6170912015331,-118.54895271712,0,1,Disagree,Male
R,22.677861163243,188.32897703924,0,1,Disagree,Male
S,-18.157485188524,34.839512591641,0,0,Disagree,Female
Q,3.4203956292106,37.796095879188,0,1,Disagree,Male
R,-35.473550548066,605.62944621948,0,1,Disagree,Male
Q,-3.1698739901976,-220.71830900373,0,0,Disagree,Female
P,-11.266917028589,150.02010562691,0,1,Disagree,Male
P,36.882720007507,-176.38703736541,0,0,Disagree,Female
S,-7.6029876710861,-83.950161103136,1,1,Agree,Male
R,13.996943720149,185.30003544097,0,0,Disagree,Female
R,-43.603654576747,574.73850840365,0,0,Disagree,Female
S,-10.203650799675,58.824313155759,0,0,Disagree,Female
P,14.002381428146,274.24521800561,0,1,Disagree,Male
P,-2.6120731009227,370.51997164056,0,0,Disagree,Female
R,-5.7707582501559,539.32499882175,0,1,Disagree,Male
P,9.2011944685137,136.47121716825,1,1,Agree,Male
S,-15.291594323372,-52.171308606011,0,0,Disagree,Female
Q,-14.706332401236,-105.43823981864,0,0,Disagree,Female
R,-16.653339653114,608.68529432765,0,0,Disagree,Female
S,4.3734747378032,-134.90220124875,1,0,Agree,Female
S,-22.859205398177,-61.17374590839,0,0,Disagree,Female
Q,-23.928510741763,-195.94143276333,0,1,Disagree,Male
Q,-28.337053179898,-175.5315139678,0,0,Disagree,Female
Q,1.9849174548802,81.074203598348,0,0,Disagree,Female
Q,-7.5545148111668,-117.05393118134,0,0,Disagree,Female
P,18.478200753908,-42.899336362211,0,1,Disagree,Male
Q,-19.588828551392,-94.644902983515,0,1,Disagree,Male
P,-7.2339513023542,413.74538722855,0,0,Disagree,Female
S,-21.735820936847,-88.882830214167,1,1,Agree,Male
R,53.004981377164,-147.00998314145,0,1,Disagree,Male
S,-25.578810166371,-33.500927996589,0,1,Disagree,Male
S,-3.7840040739551,23.12419169821,0,0,Disagree,Female
Q,-13.609141408749,-268.53812644143,0,0,Disagree,Female
S,-27.510097583528,128.36949724628,1,0,Agree,Female
Q,-12.849975834531,-76.408315359339,1,1,Agree,Male
S,-57.873625866544,81.4239137794,0,0,Disagree,Female
R,-2.3822018668904,-39.302726854246,0,0,Disagree,Female
Q,-3.1820235942407,-252.15596539488,0,0,Disagree,Female
P,10.279824474491,54.470415119766,0,0,Disagree,Female
Q,-3.8584102368254,-232.75953059167,0,1,Disagree,Male
P,11.164246694727,27.277242179158,0,0,Disagree,Female
S,-8.8624075990461,-195.50663615926,1,1,Agree,Male
R,-7.7710306694596,160.87992893014,0,0,Disagree,Female
Q,-5.0948570189508,-204.35660392202,0,1,Disagree,Male
S,-12.970194988404,-245.55274694672,0,0,Disagree,Female
R,7.0800228482485,344.27100038727,0,0,Disagree,Female
Q,-17.179180879229,-332.22050928102,0,1,Disagree,Male
Q,-5.2286533299967,-24.885996782168,0,0,Disagree,Female
S,-8.1057746536591,-5.3931722377395,0,1,Disagree,Male
Q,-4.5140797442356,-319.4369531695,0,0,Disagree,Female
R,21.866485378177,7.1352914744687,0,0,Disagree,Female
P,18.725811505563,63.125470610394,0,0,Disagree,Female
Q,-0.1651160699153,68.35537135571,0,1,Disagree,Male
P,5.3546043482398,150.59105099905,0,1,Disagree,Male
P,5.7462904540572,91.789948882903,0,0,Disagree,Female
R,-25.825956342195,313.89600035357,0,0,Disagree,Female
S,-35.599982576724,-110.00014568772,1,1,Agree,Male
R,2.9257233813059,407.52154209908,0,0,Disagree,Female
R,-14.017516131055,261.28926467117,0,0,Disagree,Female
P,32.365951937794,-56.964212712815,0,0,Disagree,Female
R,-15.077244326508,-60.294442392092,0,0,Disagree,Female
P,26.289295911924,151.10333819227,0,1,Disagree,Male
R,42.826342238032,57.967183676533,0,1,Disagree,Male
S,-13.035172690654,-223.94475984012,0,0,Disagree,Female
Q,-1.4484275115879,-150.48087624809,0,1,Disagree,Male
S,8.0491668167753,24.512839799986,0,1,Disagree,Male
P,-5.1170208966904,340.59256476145,0,0,Disagree,Female
S,-21.987589159975,-266.35875579266,1,1,Agree,Male
R,-3.7469571441165,129.92808106725,0,0,Disagree,Female
R,22.695227418884,263.37994561129,0,0,Disagree,Female
R,-21.911698223516,263.13082328119,0,1,Disagree,Male
P,21.161386481096,-35.425523575594,0,0,Disagree,Female
S,-20.061918618186,-111.36221667163,0,0,Disagree,Female
Q,-19.94837569117,-79.925260790123,0,1,Disagree,Male
Q,-0.34241912343652,-112.41613998609,0,1,Disagree,Male
R,-9.2066911059463,-84.023341376345,0,0,Disagree,Female
S,-9.5557781860958,50.316191773078,1,1,Agree,Male
P,-3.6406749303642,236.52942401894,0,1,Disagree,Male
R,-3.0506874369693,388.97398209524,0,1,Disagree,Male
P,-5.6718480990603,173.05233030489,0,0,Disagree,Female
Q,-9.6599645277764,-200.51556955069,0,0,Disagree,Female
Q,-6.4524284663854,-261.3539590921,0,1,Disagree,Male
Q,-4.619934541462,-133.42395488286,0,0,Disagree,Female
S,-36.523022011632,-64.541619160465,1,1,Agree,Male
P,1.3484347408397,396.79476967631,0,1,Disagree,Male
R,-36.459572883071,363.32359942204,0,0,Disagree,Female
Q,5.6837047229911,-16.451400073921,0,0,Disagree,Female
P,3.6093360337472,330.13395682682,0,1,Disagree,Male
R,0.10603894344812,52.99343117559,1,1,Agree,Male
R,-4.1336902217631,407.35085914161,0,0,Disagree,Female
Q,-12.495384587206,-301.99432560755,0,0,Disagree,Female
S,-31.453221452633,134.7095241997,0,1,Disagree,Male
S,16.182616927746,112.97573342965,0,1,Disagree,Male
S,-12.361930612643,-171.07882931134,0,0,Disagree,Female
P,0.27196276945619,237.73121467453,0,1,Disagree,Male
Q,-22.934693147864,-90.173729913856,1,1,Agree,Male
R,19.211769688973,127.43326923597,0,0,Disagree,Female
Q,-13.626588494343,-207.05925535227,0,1,Disagree,Male
R,-21.556075683123,334.53532078887,0,0,Disagree,Female
R,-7.9061335376027,317.31224913397,0,0,Disagree,Female
R,-20.914068880451,524.32590420001,0,1,Disagree,Male
R,-5.8178171044299,392.83654509151,0,1,Disagree,Male
S,-19.397226504701,-195.72988072398,0,1,Disagree,Male
R,35.50454064389,-126.24222977936,0,1,Disagree,Male
R,-6.8702812352545,25.319326004628,0,0,Disagree,Female
S,-28.639602650255,65.963858387416,1,1,Agree,Male
Q,-15.919022091161,107.80516801346,0,1,Disagree,Male
R,-5.6851708603488,415.16526088266,0,0,Disagree,Female
R,-7.9944007196438,365.45772141938,0,1,Disagree,Male
S,-57.100907678763,108.11041660146,0,1,Disagree,Male
R,34.49315258837,-93.153827979767,0,1,Disagree,Male
R,8.3458346060225,314.53457418016,0,0,Disagree,Female
R,39.711893702257,-26.271625872828,0,1,Disagree,Male
P,9.831458699811,-63.538463417691,0,1,Disagree,Male
S,-7.2543246807783,-285.85734004521,1,1,Agree,Male
R,-11.423021636169,321.08355280435,0,1,Disagree,Male
R,2.722132094075,262.61899866658,0,0,Disagree,Female
R,-32.362193020695,458.89932752443,0,1,Disagree,Male
P,2.7454128781079,188.92112464361,0,1,Disagree,Male
P,15.800105726253,-127.54195132877,0,1,Disagree,Male
P,4.7701076933975,319.61615041579,0,1,Disagree,Male
Q,-14.983692723784,-237.72516700752,0,0,Disagree,Female
R,7.9809801257127,221.41053252826,0,0,Disagree,Female
S,1.0606825449786,126.79153884332,1,0,Agree,Female
Q,-5.1067471439516,-219.84090919087,0,0,Disagree,Female
S,-8.6464423163079,232.27391572403,1,1,Agree,Male
S,3.3293041118091,-3.2599259592872,0,0,Disagree,Female
R,-29.447920342185,301.29432950136,0,1,Disagree,Male
S,-18.31571056336,-61.02662663489,1,1,Agree,Male
R,19.932628100241,8.0839742329362,1,1,Agree,Male
Q,4.7435674661508,-49.085485971573,0,1,Disagree,Male
P,0.444433203174,196.80370671293,0,0,Disagree,Female
Q,-3.4458428777036,-223.82626359017,0,0,Disagree,Female
Q,-11.700157521619,-321.25049456966,0,1,Disagree,Male
Q,10.806709639638,-35.200304218661,0,1,Disagree,Male
Q,-3.6811870959034,5.7187198552856,0,1,Disagree,Male
P,21.34516373805,171.46736766047,0,1,Disagree,Male
R,-34.384486334112,720.65157531232,0,1,Disagree,Male
S,-13.762318546307,-69.515242934933,0,0,Disagree,Female
R,-42.660698362468,646.24801908818,0,0,Disagree,Female
Q,-7.6023819868464,-5.5060292056324,0,1,Disagree,Male
S,14.083582775706,44.556104682645,0,0,Disagree,Female
R,-27.150905053202,548.1869243999,0,1,Disagree,Male
P,1.8532612802709,101.10643055109,0,1,Disagree,Male
R,-2.204633120077,370.03912076263,0,0,Disagree,Female
P,-3.4354631404558,288.92340197876,0,0,Disagree,Female
S,-19.24014296161,-73.130188247715,0,0,Disagree,Female
R,-46.219458328197,528.82841836513,0,0,Disagree,Female
P,18.188406506175,155.19522131895,0,0,Disagree,Female
R,-17.314470550192,268.27291377647,0,0,Disagree,Female
R,-13.399641637876,408.18862919053,0,0,Disagree,Female
R,-22.347648132289,404.7875504814,0,1,Disagree,Male
Q,0.98869619285161,-70.341943809456,0,0,Disagree,Female
S,-41.795129466706,-121.4422979762,1,1,Agree,Male
P,-0.90923666763549,209.4947816825,0,1,Disagree,Male
Q,-6.2212593421439,-64.476263799461,0,1,Disagree,Male
S,-35.890812632577,46.753843497836,1,1,Agree,Male
P,-12.998314640018,229.09127727807,0,0,Disagree,Female
R,-12.277481157928,109.1902798634,0,0,Disagree,Female
P,3.5255006866183,93.590673114448,0,0,Disagree,Female
S,-5.2447930147149,121.92399763406,1,1,Agree,Male
S,-15.755502925141,-74.41266441085,0,0,Disagree,Female
S,-13.452251542105,-1.8621234054967,1,1,Agree,Male
S,-6.8475113626791,-110.29702943205,1,1,Agree,Male
Q,-0.51719712629784,-224.84863330789,0,1,Disagree,Male
S,22.569221136425,-141.14263080486,1,1,Agree,Male
R,-15.063774049312,452.41721903925,0,1,Disagree,Male
S,-15.389581294446,197.55316863747,0,1,Disagree,Male
S,-14.308908322504,196.99262342834,0,1,Disagree,Male
R,12.755894800534,149.02057182836,1,0,Agree,Female
S,26.914344764275,73.087483926251,0,1,Disagree,Male
Q,-1.6617936546271,-147.63773056988,0,0,Disagree,Female
P,4.951625572495,379.83308380695,0,0,Disagree,Female
S,-39.927215515602,10.430859529614,1,1,Agree,Male
S,3.2492396990998,-134.51408955199,1,1,Agree,Male
S,-26.696321232569,149.33384840718,0,0,Disagree,Female
Q,3.1933421549356,-480.22939558571,1,1,Agree,Male
R,62.280065994374,-353.7437687515,0,1,Disagree,Male
P,16.962428414245,376.17974667399,0,1,Disagree,Male
Q,-16.077037108632,-223.00718876161,0,0,Disagree,Female
Q,-19.076772874723,-129.07446483526,0,0,Disagree,Female
P,5.090051498306,89.939010741626,0,1,Disagree,Male
Q,-4.058271048152,-149.64373862773,0,1,Disagree,Male
P,9.6678748916219,-129.1984916172,0,1,Disagree,Male
Q,0.92972240547171,-169.93011194231,0,0,Disagree,Female
P,3.442339213771,232.44829631292,0,0,Disagree,Female
S,11.364095706197,64.341723390083,0,0,Disagree,Female
Q,-24.616725089316,-74.901513058646,0,1,Disagree,Male
R,7.8353546582327,82.788168397168,0,0,Disagree,Female
S,-10.266468991184,-13.912034308497,1,1,Agree,Male
S,-4.9610901344386,-289.90807972658,1,1,Agree,Male
Q,10.387593944737,-155.50742220809,0,0,Disagree,Female
R,-64.400584351924,655.23949917557,0,0,Disagree,Female
Q,-5.0029720105245,102.94763921944,0,1,Disagree,Male
P,-3.0353945405387,258.57556526716,0,0,Disagree,Female
R,-30.856615777061,303.64401562216,0,1,Disagree,Male
R,24.055667077683,199.74081775068,0,0,Disagree,Female
P,20.142724179264,120.88145746658,0,1,Disagree,Male
Q,3.3099478219216,-184.66619167648,0,0,Disagree,Female
Q,-12.458544878968,-205.03530163971,0,0,Disagree,Female
Q,-1.1875531874539,-167.15478473164,0,0,Disagree,Female
S,-10.394612651502,4.8965841349664,0,0,Disagree,Female
P,8.1315516383068,158.33978935766,0,0,Disagree,Female
Q,3.5147619030973,-309.13198959927,0,0,Disagree,Female
R,22.518444126248,168.22052557311,0,1,Disagree,Male
S,-32.327414535138,-185.13097640738,0,1,Disagree,Male
S,23.57908224388,-155.34854940202,0,1,Disagree,Male
P,23.608810700294,59.360071906988,0,0,Disagree,Female
Q,4.9704826646347,-203.55275824319,0,1,Disagree,Male
Q,-11.956223853843,-148.86324192763,0,0,Disagree,Female
S,6.2365686363711,12.126510928444,0,0,Disagree,Female
P,12.138256298908,141.73713463207,0,1,Disagree,Male
R,19.83559329381,-24.747021443558,0,0,Disagree,Female
P,14.322678666246,66.297559692197,0,1,Disagree,Male
Q,19.417568838418,-185.79755093194,0,0,Disagree,Female
P,9.00078973081,110.89103509946,0,0,Disagree,Female
R,11.519509725515,54.661137183505,0,1,Disagree,Male
R,-31.228850956181,321.36351992347,0,1,Disagree,Male
R,18.629416527985,-166.30416420209,0,0,Disagree,Female
P,0.92845348218849,332.87470470084,0,1,Disagree,Male
Q,1.2392373277057,-223.84051345421,0,1,Disagree,Male
P,-3.2434217130036,420.89127672645,0,1,Disagree,Male
S,-4.327773022618,-40.801408197173,1,1,Agree,Male
P,9.6626850099595,321.05238240494,0,0,Disagree,Female
R,-4.5000406343024,333.71957420452,0,0,Disagree,Female
R,-1.7778612695531,279.45541233172,0,1,Disagree,Male
P,4.9806088558308,379.593727493,0,0,Disagree,Female
R,-46.072518103324,515.19225859698,0,1,Disagree,Male
R,15.819364056373,375.86638936022,0,0,Disagree,Female
Q,-3.3882910233868,-123.66182766979,0,1,Disagree,Male
Q,4.7128328786757,-127.70620100512,0,1,Disagree,Male
S,-23.493821772045,36.660289015928,0,0,Disagree,Female
Q,-8.4947148568438,36.038707851916,0,0,Disagree,Female
R,35.504087685842,56.261707625474,0,1,Disagree,Male
Q,-10.760560925938,-255.75520050933,0,1,Disagree,Male
P,11.748334919451,253.28935629609,0,1,Disagree,Male
Q,9.4181858824651,-238.12592326064,0,1,Disagree,Male
S,1.5752724975232,-266.17096885488,1,1,Agree,Male
S,-46.667286250585,-116.83140158971,1,1,Agree,Male
P,19.331874807054,100.8481896044,0,0,Disagree,Female
P,16.815381954804,126.61538839415,0,0,Disagree,Female
S,-8.7178193711293,-85.074192856939,0,1,Disagree,Male
S,-8.6365468844942,94.492536937116,1,0,Agree,Female
Q,11.948308254568,-215.31588183451,0,0,Disagree,Female
